operationId,date,operationType,note,totalAmtAccepted,propositions,amount_billions,participants,rate
RP 030525 5,2025-03-05,Reverse Repo,,139493000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 9150000000}, {'counterpartyType': 'mmf', 'amtAccepted': 130343000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3410,81,5.3
RP 030625 1,2025-03-06,Reverse Repo,,129269000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 7950000000}, {'counterpartyType': 'mmf', 'amtAccepted': 121319000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3700,80,5.25
RP 030725 1,2025-03-07,Reverse Repo,,136305000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 5575000000}, {'counterpartyType': 'mmf', 'amtAccepted': 130730000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3640,99,5.7
RP 031025 1,2025-03-10,Reverse Repo,,129054000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 5400000000}, {'counterpartyType': 'mmf', 'amtAccepted': 123654000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3580,98,5.65
RP 031125 1,2025-03-11,Reverse Repo,,137310000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 7750000000}, {'counterpartyType': 'mmf', 'amtAccepted': 129560000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3520,97,5.6
RP 031225 1,2025-03-12,Reverse Repo,,131055000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 7375000000}, {'counterpartyType': 'mmf', 'amtAccepted': 123680000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3460,96,5.55
RP 031325 1,2025-03-13,Reverse Repo,,113435000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 7600000000}, {'counterpartyType': 'mmf', 'amtAccepted': 105834000000}, {'counterpartyType': 'pd', 'amtAccepted': 1000000}]",3400,95,5.5
RP 031425 1,2025-03-14,Reverse Repo,,126234000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 5625000000}, {'counterpartyType': 'mmf', 'amtAccepted': 120609000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3340,94,5.45
RP 031725 1,2025-03-17,Reverse Repo,,89496000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 5625000000}, {'counterpartyType': 'mmf', 'amtAccepted': 83871000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3630,93,5.4
RP 031825 1,2025-03-18,Reverse Repo,,149503000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 8080000000}, {'counterpartyType': 'mmf', 'amtAccepted': 141423000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3570,92,5.35
RP 031925 1,2025-03-19,Reverse Repo,,193378000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 9080000000}, {'counterpartyType': 'mmf', 'amtAccepted': 184298000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3510,91,5.3
RP 032025 1,2025-03-20,Reverse Repo,,192640000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 8030000000}, {'counterpartyType': 'mmf', 'amtAccepted': 184610000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3450,90,5.25
RP 032125 1,2025-03-21,Reverse Repo,,200850000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 6310000000}, {'counterpartyType': 'mmf', 'amtAccepted': 194540000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3390,89,5.7
RP 032425 1,2025-03-24,Reverse Repo,,196565000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 4900000000}, {'counterpartyType': 'mmf', 'amtAccepted': 191665000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3330,88,5.65
RP 032525 1,2025-03-25,Reverse Repo,,214786000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3925000000}, {'counterpartyType': 'mmf', 'amtAccepted': 210861000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3270,87,5.6
RP 032625 1,2025-03-26,Reverse Repo,,241371000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3625000000}, {'counterpartyType': 'mmf', 'amtAccepted': 237746000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3560,86,5.55
RP 032725 2,2025-03-27,Reverse Repo,,291785000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 4525000000}, {'counterpartyType': 'mmf', 'amtAccepted': 287260000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3500,85,5.5
RP 032825 2,2025-03-28,Reverse Repo,,286575000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 6750000000}, {'counterpartyType': 'mmf', 'amtAccepted': 279825000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3440,84,5.45
RP 033125 3,2025-03-31,Reverse Repo,,399167000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 50475000000}, {'counterpartyType': 'mmf', 'amtAccepted': 348692000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3380,83,5.4
RP 040125 2,2025-04-01,Reverse Repo,,230063000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 4305000000}, {'counterpartyType': 'mmf', 'amtAccepted': 225758000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3320,82,5.35
RP 040225 2,2025-04-02,Reverse Repo,,233488000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 5025000000}, {'counterpartyType': 'mmf', 'amtAccepted': 228463000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3260,81,5.3
RP 040325 1,2025-04-03,Reverse Repo,,196265000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 4580000000}, {'counterpartyType': 'mmf', 'amtAccepted': 191685000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3200,80,5.25
RP 040425 1,2025-04-04,Reverse Repo,,184499000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 5190000000}, {'counterpartyType': 'mmf', 'amtAccepted': 179309000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3490,99,5.7
RP 040725 1,2025-04-07,Reverse Repo,,148146000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 4425000000}, {'counterpartyType': 'mmf', 'amtAccepted': 143721000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3430,98,5.65
RP 040825 1,2025-04-08,Reverse Repo,,156911000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 4625000000}, {'counterpartyType': 'mmf', 'amtAccepted': 152286000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3370,97,5.6
RP 040925 1,2025-04-09,Reverse Repo,,168115000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 4515000000}, {'counterpartyType': 'mmf', 'amtAccepted': 163600000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3310,96,5.55
RP 041025 1,2025-04-10,Reverse Repo,,129950000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 4455000000}, {'counterpartyType': 'mmf', 'amtAccepted': 125494000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3250,95,5.5
RP 041125 1,2025-04-11,Reverse Repo,,98531000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 4155000000}, {'counterpartyType': 'mmf', 'amtAccepted': 94326000000}, {'counterpartyType': 'pd', 'amtAccepted': 50000000}]",3190,94,5.45
RP 041425 1,2025-04-14,Reverse Repo,,102838000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 4880000000}, {'counterpartyType': 'mmf', 'amtAccepted': 97956000000}, {'counterpartyType': 'pd', 'amtAccepted': 1000000}]",3130,93,5.4
RP 041525 1,2025-04-15,Reverse Repo,,88878000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3490000000}, {'counterpartyType': 'mmf', 'amtAccepted': 85388000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3420,92,5.35
RP 041625 1,2025-04-16,Reverse Repo,,54772000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 2565000000}, {'counterpartyType': 'mmf', 'amtAccepted': 52207000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3360,91,5.3
RP 041725 1,2025-04-17,Reverse Repo,,58600000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 4615000000}, {'counterpartyType': 'mmf', 'amtAccepted': 53985000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3300,90,5.25
RP 042125 1,2025-04-21,Reverse Repo,,114114000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 4415000000}, {'counterpartyType': 'mmf', 'amtAccepted': 109699000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3240,89,5.7
RP 042225 1,2025-04-22,Reverse Repo,,137951000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 5465000000}, {'counterpartyType': 'mmf', 'amtAccepted': 132486000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3180,88,5.65
RP 042325 1,2025-04-23,Reverse Repo,,171780000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3865000000}, {'counterpartyType': 'mmf', 'amtAccepted': 167915000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3120,87,5.6
RP 042425 1,2025-04-24,Reverse Repo,,130004000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 4335000000}, {'counterpartyType': 'mmf', 'amtAccepted': 125669000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3060,86,5.55
RP 042525 1,2025-04-25,Reverse Repo,,94021000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 4000000000}, {'counterpartyType': 'mmf', 'amtAccepted': 90021000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3350,85,5.5
RP 042825 1,2025-04-28,Reverse Repo,,148649000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 4275000000}, {'counterpartyType': 'mmf', 'amtAccepted': 144374000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3290,84,5.45
RP 042925 1,2025-04-29,Reverse Repo,,157537000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 7425000000}, {'counterpartyType': 'mmf', 'amtAccepted': 150112000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3230,83,5.4
RP 043025 1,2025-04-30,Reverse Repo,,250601000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 36225000000}, {'counterpartyType': 'mmf', 'amtAccepted': 214376000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3170,82,5.35
RP 050125 1,2025-05-01,Reverse Repo,,157353000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3685000000}, {'counterpartyType': 'mmf', 'amtAccepted': 153668000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3110,81,5.3
RP 050225 1,2025-05-02,Reverse Repo,,147882000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3505000000}, {'counterpartyType': 'mmf', 'amtAccepted': 144377000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3050,80,5.25
RP 050525 1,2025-05-05,Reverse Repo,,124690000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3775000000}, {'counterpartyType': 'mmf', 'amtAccepted': 120915000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2990,99,5.7
RP 050625 1,2025-05-06,Reverse Repo,,129858000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3900000000}, {'counterpartyType': 'mmf', 'amtAccepted': 125958000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3280,98,5.65
RP 050725 1,2025-05-07,Reverse Repo,,154859000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 4400000000}, {'counterpartyType': 'mmf', 'amtAccepted': 150208000000}, {'counterpartyType': 'pd', 'amtAccepted': 250000000}]",3220,97,5.6
RP 050825 1,2025-05-08,Reverse Repo,,139768000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3750000000}, {'counterpartyType': 'mmf', 'amtAccepted': 136018000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3160,96,5.55
RP 050925 1,2025-05-09,Reverse Repo,,142272000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 6200000000}, {'counterpartyType': 'mmf', 'amtAccepted': 136072000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3100,95,5.5
RP 051225 1,2025-05-12,Reverse Repo,,147505000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 4050000000}, {'counterpartyType': 'mmf', 'amtAccepted': 143454000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3040,94,5.45
RP 051325 1,2025-05-13,Reverse Repo,,144214000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 3210000000}, {'counterpartyType': 'mmf', 'amtAccepted': 141003000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2980,93,5.4
RP 051425 1,2025-05-14,Reverse Repo,,165024000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 5650000000}, {'counterpartyType': 'mmf', 'amtAccepted': 159373000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2920,92,5.35
RP 051525 1,2025-05-15,Reverse Repo,,109436000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 2775000000}, {'counterpartyType': 'mmf', 'amtAccepted': 106659000000}, {'counterpartyType': 'pd', 'amtAccepted': 1000000}]",3210,91,5.3
RP 051625 1,2025-05-16,Reverse Repo,,136799000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 2750000000}, {'counterpartyType': 'mmf', 'amtAccepted': 134049000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3150,90,5.25
RP 051925 1,2025-05-19,Reverse Repo,,180417000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 9400000000}, {'counterpartyType': 'mmf', 'amtAccepted': 171016000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3090,89,5.7
RP 052025 1,2025-05-20,Reverse Repo,,136033000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 5450000000}, {'counterpartyType': 'mmf', 'amtAccepted': 130583000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3030,88,5.65
RP 052125 1,2025-05-21,Reverse Repo,,162802000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 6500000000}, {'counterpartyType': 'mmf', 'amtAccepted': 156302000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2970,87,5.6
RP 052225 1,2025-05-22,Reverse Repo,,173018000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3300000000}, {'counterpartyType': 'mmf', 'amtAccepted': 169718000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2910,86,5.55
RP 052325 1,2025-05-23,Reverse Repo,,154841000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 2125000000}, {'counterpartyType': 'mmf', 'amtAccepted': 152616000000}, {'counterpartyType': 'pd', 'amtAccepted': 100000000}]",2850,85,5.5
RP 052725 1,2025-05-27,Reverse Repo,,138066000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 2575000000}, {'counterpartyType': 'mmf', 'amtAccepted': 135491000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3140,84,5.45
RP 052825 1,2025-05-28,Reverse Repo,,173641000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 2575000000}, {'counterpartyType': 'mmf', 'amtAccepted': 171064000000}, {'counterpartyType': 'pd', 'amtAccepted': 1000000}]",3080,83,5.4
RP 052925 1,2025-05-29,Reverse Repo,,165660000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 5450000000}, {'counterpartyType': 'mmf', 'amtAccepted': 160210000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3020,82,5.35
RP 053025 1,2025-05-30,Reverse Repo,,315657000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 33350000000}, {'counterpartyType': 'mmf', 'amtAccepted': 281807000000}, {'counterpartyType': 'pd', 'amtAccepted': 500000000}]",2960,81,5.3
RP 060225 1,2025-06-02,Reverse Repo,,135841000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 2775000000}, {'counterpartyType': 'mmf', 'amtAccepted': 133066000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2900,80,5.25
RP 060325 1,2025-06-03,Reverse Repo,,153177000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 4000000000}, {'counterpartyType': 'mmf', 'amtAccepted': 149177000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2840,99,5.7
RP 060425 1,2025-06-04,Reverse Repo,,168882000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 3400000000}, {'counterpartyType': 'mmf', 'amtAccepted': 165481000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2780,98,5.65
RP 060525 1,2025-06-05,Reverse Repo,,152727000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3035000000}, {'counterpartyType': 'mmf', 'amtAccepted': 149691000000}, {'counterpartyType': 'pd', 'amtAccepted': 1000000}]",3070,97,5.6
RP 060625 1,2025-06-06,Reverse Repo,,149284000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 2955000000}, {'counterpartyType': 'mmf', 'amtAccepted': 146329000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3010,96,5.55
RP 060925 1,2025-06-09,Reverse Repo,,179315000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 3045000000}, {'counterpartyType': 'mmf', 'amtAccepted': 176268000000}, {'counterpartyType': 'pd', 'amtAccepted': 1000000}]",2950,95,5.5
RP 061025 1,2025-06-10,Reverse Repo,,182725000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 2820000000}, {'counterpartyType': 'mmf', 'amtAccepted': 179905000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2890,94,5.45
RP 061125 1,2025-06-11,Reverse Repo,,204625000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 2625000000}, {'counterpartyType': 'mmf', 'amtAccepted': 201499000000}, {'counterpartyType': 'pd', 'amtAccepted': 501000000}]",2830,93,5.4
RP 061225 1,2025-06-12,Reverse Repo,,181417000000,"[{'counterpartyType': 'bank', 'amtAccepted': 2000000}, {'counterpartyType': 'gse', 'amtAccepted': 3375000000}, {'counterpartyType': 'mmf', 'amtAccepted': 178039000000}, {'counterpartyType': 'pd', 'amtAccepted': 1000000}]",2770,92,5.35
RP 061325 1,2025-06-13,Reverse Repo,,168645000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 2975000000}, {'counterpartyType': 'mmf', 'amtAccepted': 165670000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2710,91,5.3
RP 061625 1,2025-06-16,Reverse Repo,,140759000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 2645000000}, {'counterpartyType': 'mmf', 'amtAccepted': 138114000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",3000,90,5.25
RP 061725 1,2025-06-17,Reverse Repo,,168939000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 2525000000}, {'counterpartyType': 'mmf', 'amtAccepted': 166414000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2940,89,5.7
RP 061825 1,2025-06-18,Reverse Repo,,205050000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 2650000000}, {'counterpartyType': 'mmf', 'amtAccepted': 202399000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2880,88,5.65
RP 062025 1,2025-06-20,Reverse Repo,,138283000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 2275000000}, {'counterpartyType': 'mmf', 'amtAccepted': 136008000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2820,87,5.6
RP 062325 1,2025-06-23,Reverse Repo,,165319000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 950000000}, {'counterpartyType': 'mmf', 'amtAccepted': 164369000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2760,86,5.55
RP 062425 1,2025-06-24,Reverse Repo,,187367000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3130000000}, {'counterpartyType': 'mmf', 'amtAccepted': 184236000000}, {'counterpartyType': 'pd', 'amtAccepted': 1000000}]",2700,85,5.5
RP 062525 1,2025-06-25,Reverse Repo,,210879000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3050000000}, {'counterpartyType': 'mmf', 'amtAccepted': 207829000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2640,84,5.45
RP 062625 2,2025-06-26,Reverse Repo,,252432000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 5575000000}, {'counterpartyType': 'mmf', 'amtAccepted': 246857000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2930,83,5.4
RP 062725 2,2025-06-27,Reverse Repo,,285742000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 7515000000}, {'counterpartyType': 'mmf', 'amtAccepted': 278227000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2870,82,5.35
RP 063025 2,2025-06-30,Reverse Repo,,460731000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 71375000000}, {'counterpartyType': 'mmf', 'amtAccepted': 389356000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2810,81,5.3
RP 070125 2,2025-07-01,Reverse Repo,,245530000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 2600000000}, {'counterpartyType': 'mmf', 'amtAccepted': 242930000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2750,80,5.25
RP 070225 2,2025-07-02,Reverse Repo,,237307000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 2800000000}, {'counterpartyType': 'mmf', 'amtAccepted': 234507000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2690,99,5.7
RP 070325 2,2025-07-03,Reverse Repo,,214665000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 2650000000}, {'counterpartyType': 'mmf', 'amtAccepted': 212015000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2630,98,5.65
RP 070725 2,2025-07-07,Reverse Repo,,218030000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 2730000000}, {'counterpartyType': 'mmf', 'amtAccepted': 215300000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2570,97,5.6
RP 070825 2,2025-07-08,Reverse Repo,,219415000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3160000000}, {'counterpartyType': 'mmf', 'amtAccepted': 216255000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2860,96,5.55
RP 070925 2,2025-07-09,Reverse Repo,,227273000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3800000000}, {'counterpartyType': 'mmf', 'amtAccepted': 223472000000}, {'counterpartyType': 'pd', 'amtAccepted': 1000000}]",2800,95,5.5
RP 071025 2,2025-07-10,Reverse Repo,,183339000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 4300000000}, {'counterpartyType': 'mmf', 'amtAccepted': 179039000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2740,94,5.45
RP 071125 2,2025-07-11,Reverse Repo,,181637000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 5000000000}, {'counterpartyType': 'mmf', 'amtAccepted': 176637000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2680,93,5.4
